Time,Normal,Faulty,Anomalous
0.0,0.04967141530112327,0.6996777182930011,-0.5401426199795053
0.01001001001001001,0.2954896312717505,1.0570662452502064,0.19370112481645468
0.02002002002002002,0.6530628190108743,0.7938335734234439,-0.045641971599164055
0.03003003003003003,0.9618741489815466,0.3088525639861697,0.5632019396295117
0.04004004004004004,0.9280291372108432,1.0157092393835279,-0.5634472588798517
0.050050050050050046,0.9765850681336793,1.198628286534292,1.1706337297269482
0.06006006006006006,1.108393038850851,1.6840768690272065,0.9514361375898911
0.07007007007007007,0.8844646069890978,1.2994987197433732,0.15405022921925426
0.08008008008008008,0.538800638948344,0.9317554490113373,1.1131446122877633
0.09009009009009009,0.3605800239653803,-0.24554276018962923,1.0563801297080306
0.10010010010010009,-0.049486501488982225,0.6593258859610487,-1.2891926237029154
0.11011011011011011,-0.3588780195885153,0.07306710539419636,-0.922484867084461
0.12012012012012012,-0.5666378078493542,0.6194484571376424,-1.2061479148357963
0.13013013013013014,-1.0027412109286458,-1.336287785756587,-1.5633356673499579
0.14014014014014015,-1.1248995661357548,-0.36806609307998595,-0.2888279093390528
0.15015015015015015,-1.0562176273998114,-0.89537329130905,-1.155049785493957
0.16016016016016016,-1.0507727523882557,-0.9880737853625561,-1.161101513403302
0.17017017017017017,-0.7744383836981422,-0.8767004368114594,-2.4089530084830724
0.18018018018018017,-0.6739988047583949,-0.9251553141824976,-0.07486197303889264
0.19019019019019018,-0.44455931860815656,-0.3742660047551438,-1.2947356643574055
0.20020020020020018,0.15285431020822243,0.2752537509506287,0.05423553752912963
0.21021021021021022,0.29271330852684907,0.3161069450236082,0.5371924889420561
0.22022022022022023,0.6001210823064128,0.7507433357367467,1.6818951385085414
0.23023023023023023,0.6707723666023875,1.701099719966038,-0.23380913407155657
0.24024024024024024,0.8989233999249109,1.5347446057689338,-1.4622480522792312
0.2502502502502503,1.0110613548387335,1.2275635879804994,1.1470487316707028
0.2602602602602603,0.8333987758175649,1.2556956533705919,2.3889070787684785
0.2702702702702703,0.8415669322015081,1.032005229567351,1.795154212718491
0.2802802802802803,0.5205750804367247,0.7026251597236595,0.7483664816483059
0.2902902902902903,0.27116150263242345,-0.4928115082733822,-0.09297807089388677
0.3003003003003003,-0.06960473344883669,-0.1268039731339541,0.6362640050839513
0.3103103103103103,-0.1330458964414142,-0.8638515990601129,-1.097110674655883
0.3203203203203203,-0.5972463431076913,-0.22985920301602344,-0.21481040514892247
0.3303303303303303,-0.920844234381852,-0.677730770087864,-0.41069701415296045
0.34034034034034033,-0.8720516425184296,-1.4769917746586676,-0.10613820772964466
